cd .transaction_id,customer_id,agent_id,branch,amount,channel,source_account,declared_account,bureau_inquiries_7d,gps_mismatch_km,repeated_source_count,employee_override_count
TX002887,CUST00018,AG0065,Bengaluru,44141.56,Payment Gateway,ACC1287,ACC1287,0,3.57,1,0
TX002888,CUST00145,AG0063,Nagpur,6578.42,ATM,ACC1164,ACC1164,1,0.0,1,5
TX002889,CUST00565,AG0019,Mumbai,41346.36,UPI,ACC1239,ACC1239,1,0.76,2,0
TX002890,CUST00476,AG0083,Delhi,19976.19,UPI,ACC1274,ACC1274,0,1.51,1,3
TX002891,CUST00504,AG0021,Pune,18897.42,UPI,ACC1103,ACC1103,1,0.26,0,0
TX002892,CUST00041,AG0011,Pune,27845.13,Cards,ACC1122,ACC1122,0,0.0,1,0
TX002893,CUST00729,AG0020,Delhi,21496.45,NEFT,ACC1068,ACC1068,0,1.18,2,3
TX002894,CUST01072,AG0028,Nagpur,9211.15,ATM,ACC1177,ACC1177,3,1.86,2,0
TX002895,CUST00814,AG0055,Delhi,12619.3,Payment Gateway,ACC1123,ACC1123,5,3.22,3,0
TX002896,CUST01101,AG0056,Bengaluru,14196.74,ATM,ACC1294,ACC1294,4,0.0,5,0
TX002897,CUST00886,AG0017,Nagpur,16292.93,Payment Gateway,ACC1298,ACC1298,4,3.61,1,0
TX002898,CUST00884,AG0068,Nagpur,65985.73,ATM,ACC1274,ACC1274,1,0.0,4,2
TX002899,CUST00269,AG0084,Nashik,80252.04,UPI,ACC9000,ACC1024,2,2.13,10,0
TX002900,CUST00385,AG0070,Bengaluru,25086.55,IMPS,ACC1065,ACC1065,0,2.3,0,0
TX002901,CUST00784,AG0022,Nagpur,128532.05,Cards,ACC1140,ACC1140,2,0.0,0,0
TX002902,CUST00445,AG0081,Mumbai,17631.65,NEFT,ACC1172,ACC1172,0,1.84,0,0
TX002903,CUST01013,AG0041,Nagpur,121425.12,ATM,ACC9003,ACC1141,3,1.89,0,0
TX002904,CUST01084,AG0039,Mumbai,45770.63,Cards,ACC9018,ACC1081,0,5.66,2,1
TX002905,CUST01056,AG0007,Delhi,136466.93,ATM,ACC1126,ACC1126,2,1.61,0,0
TX002906,CUST00415,AG0012,Pune,25197.56,IMPS,ACC1002,ACC1002,0,0.0,5,0
TX002907,CUST00452,AG0063,Nashik,20564.72,Cards,ACC1250,ACC1250,0,3.62,0,0
TX002908,CUST00635,AG0072,Pune,13093.26,Cards,ACC1115,ACC1115,0,2.25,0,1
TX002909,CUST00368,AG0060,Bengaluru,34385.7,NEFT,ACC1065,ACC1065,3,0.34,0,0
TX002910,CUST00968,AG0080,Bengaluru,30959.19,NEFT,ACC1025,ACC1025,1,3.76,1,0
TX002911,CUST00089,AG0029,Nashik,20377.16,Payment Gateway,ACC9008,ACC1289,2,0.0,0,0
TX002912,CUST00371,AG0011,Bengaluru,15959.77,Wallet,ACC1044,ACC1044,4,0.0,2,0
TX002913,CUST00515,AG0025,Nashik,17407.7,NEFT,ACC9017,ACC1023,0,2.85,0,0
TX002914,CUST00857,AG0076,Pune,17998.01,Wallet,ACC1288,ACC1288,5,0.53,1,0
TX002915,CUST01025,AG0031,Nagpur,10327.91,Wallet,ACC1226,ACC1226,1,0.0,5,2
TX002916,CUST00988,AG0014,Pune,32155.9,ATM,ACC1279,ACC1279,2,1.26,1,2
TX002917,CUST00701,AG0066,Bengaluru,108562.83,Cards,ACC9008,ACC1216,4,1.5,4,0
TX002918,CUST00247,AG0062,Mumbai,29874.45,Cards,ACC1189,ACC1189,2,1.28,1,0
TX002919,CUST00776,AG0046,Bengaluru,141110.95,Cards,ACC1094,ACC1094,3,2.64,1,3
TX002920,CUST00842,AG0095,Mumbai,17516.56,Cards,ACC1033,ACC1033,0,4.18,3,0
TX002921,CUST01024,AG0051,Delhi,39099.18,Wallet,ACC1055,ACC1055,1,0.69,5,0
TX002922,CUST00469,AG0091,Mumbai,24227.8,IMPS,ACC9050,ACC1210,1,0.07,0,0
TX002923,CUST00377,AG0017,Nagpur,12564.94,NEFT,ACC1004,ACC1004,1,2.08,1,0
TX002924,CUST00268,AG0030,Nashik,23184.7,UPI,ACC1101,ACC1101,0,2.62,0,0
TX002925,CUST00452,AG0063,Mumbai,9892.69,UPI,ACC9004,ACC1241,0,0.59,3,0
TX002926,CUST00390,AG0078,Mumbai,7590.16,UPI,ACC1076,ACC1076,0,3.86,5,0
TX002927,CUST00053,AG0059,Nashik,55843.17,Wallet,ACC1068,ACC1068,0,1.02,2,2
TX002928,CUST00436,AG0085,Bengaluru,15306.67,Cards,ACC1239,ACC1239,2,5.57,1,0
TX002929,CUST00804,AG0049,Delhi,14768.96,Cards,ACC1155,ACC1155,4,1.87,3,0
TX002930,CUST00431,AG0067,Nashik,28651.07,Payment Gateway,ACC1289,ACC1289,0,0.91,0,0
TX002931,CUST00378,AG0049,Nashik,49069.82,IMPS,ACC9030,ACC1218,3,0.0,3,0
TX002932,CUST00623,AG0092,Nashik,32014.0,UPI,ACC1081,ACC1081,2,1.06,3,0
TX002933,CUST00882,AG0054,Nashik,11641.23,NEFT,ACC1129,ACC1129,1,2.31,2,0
TX002934,CUST01052,AG0051,Mumbai,27080.03,Wallet,ACC1024,ACC1024,2,0.0,1,3
TX002935,CUST00514,AG0078,Nagpur,90585.24,Payment Gateway,ACC1086,ACC1086,2,0.93,2,0
TX002936,CUST00664,AG0054,Pune,15835.05,UPI,ACC1218,ACC1218,3,2.48,2,2
TX002937,CUST00057,AG0016,Nashik,30775.29,Cards,ACC1278,ACC1278,1,1.0,0,0
TX002938,CUST01012,AG0078,Mumbai,42750.84,Wallet,ACC1104,ACC1104,0,1.8,0,1
TX002939,CUST00197,AG0065,Nagpur,8666.55,NEFT,ACC1039,ACC1039,0,0.0,0,0
TX002940,CUST00445,AG0087,Pune,29129.06,Cards,ACC1202,ACC1202,0,1.28,5,0
TX002941,CUST00375,AG0080,Nagpur,108955.56,IMPS,ACC1017,ACC1017,0,3.47,3,0
TX002942,CUST01179,AG0090,Bengaluru,57492.89,Payment Gateway,ACC1163,ACC1163,5,1.16,1,0
TX002943,CUST00357,AG0038,Nagpur,28415.41,IMPS,ACC1108,ACC1108,2,0.0,1,1
TX002944,CUST00149,AG0041,Nagpur,41426.96,ATM,ACC1058,ACC1058,0,0.0,4,0
TX002945,CUST00289,AG0069,Mumbai,60188.93,ATM,ACC9030,ACC1231,0,1.75,4,3
TX002946,CUST01164,AG0083,Pune,15451.23,UPI,ACC1103,ACC1103,0,1.03,4,2
TX002947,CUST00156,AG0070,Mumbai,13202.05,Cards,ACC9044,ACC1109,0,0.83,0,2
TX002948,CUST00203,AG0056,Nashik,37050.38,IMPS,ACC9007,ACC1083,1,2.24,4,0
TX002949,CUST00171,AG0052,Nashik,27134.63,Cards,ACC9048,ACC1013,5,0.5,1,1
TX002950,CUST00278,AG0077,Pune,16539.98,IMPS,ACC1274,ACC1274,1,3.33,1,0
TX002951,CUST01175,AG0039,Pune,23896.58,NEFT,ACC9002,ACC1008,0,0.0,4,0
TX002952,CUST00405,AG0010,Delhi,30829.45,UPI,ACC1006,ACC1006,2,2.76,0,0
TX002953,CUST01122,AG0038,Nashik,77970.92,IMPS,ACC1256,ACC1256,2,1.47,1,0
TX002954,CUST01146,AG0084,Bengaluru,24458.43,NEFT,ACC9000,ACC1251,3,0.05,0,1
TX002955,CUST00905,AG0022,Nashik,7434.55,ATM,ACC9010,ACC1003,0,3.02,0,1
TX002956,CUST00268,AG0002,Nagpur,75407.02,UPI,ACC1280,ACC1280,3,0.0,0,0
TX002957,CUST00961,AG0082,Bengaluru,25906.11,UPI,ACC9043,ACC1161,1,0.22,2,0
TX002958,CUST00901,AG0073,Nashik,96283.46,IMPS,ACC1180,ACC1180,1,4.43,3,0
TX002959,CUST00052,AG0040,Bengaluru,11154.51,IMPS,ACC1028,ACC1028,1,3.24,2,0
TX002960,CUST00205,AG0097,Nagpur,52189.34,Cards,ACC1031,ACC1031,1,0.52,1,0
TX002961,CUST00818,AG0095,Pune,22932.28,Cards,ACC9036,ACC1173,3,0.0,1,1
TX002962,CUST00422,AG0072,Pune,66394.75,ATM,ACC1066,ACC1066,3,0.0,0,0
TX002963,CUST00374,AG0069,Nagpur,28985.13,Wallet,ACC9022,ACC1076,0,2.16,2,0
TX002964,CUST00390,AG0028,Bengaluru,75373.08,Payment Gateway,ACC1234,ACC1234,1,3.2,0,1
TX002965,CUST00822,AG0086,Nashik,9302.17,ATM,ACC1124,ACC1124,0,4.51,1,0
TX002966,CUST00509,AG0075,Delhi,7154.67,Cards,ACC9029,ACC1136,2,0.0,2,0
TX002967,CUST00930,AG0052,Mumbai,43033.3,IMPS,ACC1283,ACC1283,0,3.52,10,0
TX002968,CUST00007,AG0050,Bengaluru,23118.6,NEFT,ACC1120,ACC1120,2,3.25,0,0
TX002969,CUST00704,AG0023,Nashik,16691.58,Wallet,ACC1100,ACC1100,1,3.05,1,2
TX002970,CUST00066,AG0037,Nagpur,16261.12,Payment Gateway,ACC1099,ACC1099,0,3.39,0,0
TX002971,CUST00173,AG0010,Pune,25304.1,ATM,ACC1148,ACC1148,0,0.0,10,0
TX002972,CUST01136,AG0069,Bengaluru,3956.5,Wallet,ACC9005,ACC1147,0,1.27,1,0
TX002973,CUST00560,AG0097,Nashik,34040.43,NEFT,ACC9026,ACC1056,2,2.06,0,0
TX002974,CUST00356,AG0033,Nashik,42754.89,Payment Gateway,ACC1256,ACC1256,4,0.0,1,0
TX002975,CUST00005,AG0008,Nashik,20199.67,NEFT,ACC1060,ACC1060,5,0.0,2,1
TX002976,CUST00984,AG0073,Mumbai,71004.8,NEFT,ACC1112,ACC1112,0,1.44,2,0
TX002977,CUST00615,AG0031,Bengaluru,24776.94,Wallet,ACC1128,ACC1128,5,1.88,5,0
TX002978,CUST00146,AG0035,Bengaluru,21997.18,Payment Gateway,ACC1024,ACC1024,2,0.0,1,2
TX002979,CUST00914,AG0040,Delhi,200675.84,ATM,ACC1211,ACC1211,4,3.06,1,1
TX002980,CUST00019,AG0055,Pune,51726.71,UPI,ACC1018,ACC1018,0,2.06,0,0
TX002981,CUST00004,AG0033,Pune,35743.87,Wallet,ACC9002,ACC1097,1,1.25,0,0
TX002982,CUST00164,AG0034,Bengaluru,49681.25,IMPS,ACC9025,ACC1088,0,2.67,3,0
TX002983,CUST00536,AG0021,Pune,17906.33,NEFT,ACC1231,ACC1231,0,0.0,1,0
TX002984,CUST00348,AG0032,Bengaluru,30646.35,Payment Gateway,ACC1114,ACC1114,4,0.14,4,0
TX002985,CUST00895,AG0028,Nashik,54711.06,IMPS,ACC1165,ACC1165,1,3.39,0,0
TX002986,CUST01095,AG0027,Nashik,24867.49,NEFT,ACC1244,ACC1244,2,2.6,0,0
TX002987,CUST00575,AG0030,Delhi,12105.69,Wallet,ACC9000,ACC1274,1,2.21,0,0
TX002988,CUST00840,AG0080,Bengaluru,81479.82,UPI,ACC1182,ACC1182,3,0.0,2,2
TX002989,CUST00669,AG0011,Mumbai,16816.94,Payment Gateway,ACC9031,ACC1201,0,2.02,0,0
TX002990,CUST00268,AG0036,Nagpur,30347.21,NEFT,ACC1053,ACC1053,5,0.17,1,0
TX002991,CUST00501,AG0061,Nashik,7250.16,Payment Gateway,ACC1080,ACC1080,3,0.38,5,2
TX002992,CUST00458,AG0063,Nagpur,37399.79,Payment Gateway,ACC1165,ACC1165,0,2.12,0,0
TX002993,CUST01129,AG0038,Nashik,23351.21,Payment Gateway,ACC1169,ACC1169,0,0.7,2,1
TX002994,CUST00984,AG0076,Bengaluru,117863.29,ATM,ACC1086,ACC1086,2,2.29,4,0
TX002995,CUST01198,AG0073,Delhi,12282.71,NEFT,ACC1203,ACC1203,0,0.0,0,0
TX002996,CUST00169,AG0017,Nagpur,8753.72,NEFT,ACC1045,ACC1045,1,0.0,1,0
TX002997,CUST00988,AG0049,Bengaluru,17804.57,NEFT,ACC1103,ACC1103,1,4.3,0,1
TX002998,CUST01047,AG0046,Mumbai,7862.6,Cards,ACC9003,ACC1085,1,1.58,0,0
TX002999,CUST00387,AG0085,Mumbai,35388.3,UPI,ACC1178,ACC1178,2,2.13,2,0
TX003000,CUST00415,AG0095,Bengaluru,12783.41,NEFT,ACC9015,ACC1196,0,3.43,0,0
TX003001,CUST00033,AG0081,Delhi,24626.79,UPI,ACC9011,ACC1220,2,2.55,2,0
TX003002,CUST00851,AG0063,Bengaluru,26812.84,Cards,ACC1297,ACC1297,1,2.2,8,0
TX003003,CUST00678,AG0080,Pune,27313.52,Wallet,ACC1182,ACC1182,3,0.0,0,0
TX003004,CUST00287,AG0049,Delhi,14875.58,IMPS,ACC9003,ACC1056,0,3.58,3,0
TX003005,CUST00422,AG0047,Bengaluru,38630.32,Payment Gateway,ACC9005,ACC1127,1,1.96,0,1
TX003006,CUST00513,AG0003,Nashik,8179.64,Payment Gateway,ACC9024,ACC1237,0,0.58,3,0
TX003007,CUST00322,AG0014,Nashik,113595.67,IMPS,ACC1259,ACC1259,2,0.52,0,0
TX003008,CUST00112,AG0023,Delhi,15811.3,NEFT,ACC1296,ACC1296,3,2.64,2,0
TX003009,CUST00423,AG0059,Nashik,41729.38,ATM,ACC1184,ACC1184,0,0.39,0,5
TX003010,CUST00174,AG0076,Bengaluru,65496.85,ATM,ACC1286,ACC1286,0,3.56,0,0
TX003011,CUST00807,AG0085,Nagpur,41315.81,Wallet,ACC1298,ACC1298,1,2.54,0,0
TX003012,CUST01078,AG0049,Nashik,29102.31,Cards,ACC9009,ACC1189,3,1.7,1,0
TX003013,CUST00256,AG0088,Nagpur,65426.9,Wallet,ACC1177,ACC1177,0,0.0,1,1
TX003014,CUST00263,AG0065,Bengaluru,20271.26,Cards,ACC1175,ACC1175,4,3.7,0,1
TX003015,CUST00217,AG0053,Pune,15608.78,Payment Gateway,ACC9015,ACC1216,1,1.72,2,1
TX003016,CUST00550,AG0045,Nashik,20044.03,NEFT,ACC1044,ACC1044,0,2.12,5,2
TX003017,CUST00819,AG0063,Bengaluru,61573.23,UPI,ACC1064,ACC1064,4,3.12,2,0
TX003018,CUST01041,AG0009,Nagpur,18677.81,Payment Gateway,ACC1200,ACC1200,0,2.59,0,0
TX003019,CUST00618,AG0006,Delhi,16677.28,Payment Gateway,ACC1286,ACC1286,0,0.0,1,0
TX003020,CUST00239,AG0010,Mumbai,14707.6,IMPS,ACC1061,ACC1061,0,1.08,0,0
TX003021,CUST00138,AG0076,Mumbai,20796.25,NEFT,ACC1202,ACC1202,1,2.93,3,2
TX003022,CUST00623,AG0068,Nashik,47320.37,Payment Gateway,ACC1296,ACC1296,1,0.2,1,2
TX003023,CUST01014,AG0081,Pune,17774.69,ATM,ACC1029,ACC1029,3,1.85,10,0
TX003024,CUST00161,AG0055,Nagpur,9830.22,Cards,ACC1177,ACC1177,1,1.15,1,0
TX003025,CUST00186,AG0074,Delhi,51916.33,Payment Gateway,ACC1055,ACC1055,2,0.95,4,0
TX003026,CUST00796,AG0001,Nashik,43416.07,UPI,ACC1177,ACC1177,1,0.02,2,0
TX003027,CUST00593,AG0022,Delhi,31047.25,UPI,ACC1232,ACC1232,2,2.85,4,1
TX003028,CUST00327,AG0061,Mumbai,15494.59,Payment Gateway,ACC9047,ACC1018,1,4.7,0,1
TX003029,CUST00470,AG0044,Nashik,7347.57,Payment Gateway,ACC1065,ACC1065,2,0.0,0,0
TX003030,CUST01194,AG0043,Delhi,39680.86,IMPS,ACC9027,ACC1276,2,0.09,2,0
TX003031,CUST00193,AG0084,Mumbai,27004.22,Cards,ACC1032,ACC1032,2,0.74,0,3
TX003032,CUST00806,AG0030,Nashik,19407.28,UPI,ACC1200,ACC1200,2,3.61,0,0
TX003033,CUST01007,AG0079,Pune,65981.47,ATM,ACC9012,ACC1172,0,4.92,10,1
TX003034,CUST00707,AG0082,Bengaluru,5385.79,Payment Gateway,ACC1251,ACC1251,0,0.47,0,0
TX003035,CUST00201,AG0075,Bengaluru,8440.81,Wallet,ACC1168,ACC1168,2,0.0,0,0
TX003036,CUST00127,AG0059,Pune,22810.92,Wallet,ACC1256,ACC1256,3,0.61,0,0
TX003037,CUST01030,AG0022,Pune,7628.15,Cards,ACC1258,ACC1258,1,3.37,0,0
TX003038,CUST00837,AG0046,Nashik,22455.23,ATM,ACC1204,ACC1204,4,1.68,5,1
TX003039,CUST00672,AG0085,Nagpur,51814.75,Wallet,ACC1055,ACC1055,0,2.04,4,0
TX003040,CUST00540,AG0075,Nagpur,141750.74,NEFT,ACC1156,ACC1156,1,3.86,4,0
TX003041,CUST01098,AG0056,Nagpur,32044.76,Payment Gateway,ACC1121,ACC1121,4,0.0,5,1
TX003042,CUST00753,AG0077,Nagpur,87956.97,ATM,ACC1298,ACC1298,0,3.39,2,1
TX003043,CUST00386,AG0050,Pune,107123.32,NEFT,ACC1186,ACC1186,0,0.43,2,0
TX003044,CUST00671,AG0086,Mumbai,17668.1,Cards,ACC9049,ACC1196,1,3.13,0,0
TX003045,CUST00440,AG0071,Delhi,35160.84,Cards,ACC1114,ACC1114,1,1.14,0,0
TX003046,CUST00458,AG0038,Nagpur,37990.25,Cards,ACC9028,ACC1008,0,0.0,0,0
TX003047,CUST00668,AG0063,Nagpur,34165.18,UPI,ACC1001,ACC1001,0,1.41,1,0
TX003048,CUST00012,AG0076,Bengaluru,21451.39,ATM,ACC9016,ACC1124,1,4.01,0,0
TX003049,CUST00256,AG0008,Mumbai,7975.76,IMPS,ACC1257,ACC1257,1,0.61,4,0
TX003050,CUST01042,AG0007,Bengaluru,10361.77,UPI,ACC1139,ACC1139,0,3.03,1,1
TX003051,CUST00027,AG0006,Pune,6609.89,UPI,ACC1239,ACC1239,5,0.0,5,0
TX003052,CUST00656,AG0033,Nashik,19248.29,IMPS,ACC1265,ACC1265,1,1.0,4,1
TX003053,CUST00067,AG0071,Delhi,18233.94,ATM,ACC1118,ACC1118,1,0.0,5,0
TX003054,CUST00294,AG0014,Mumbai,70932.85,IMPS,ACC1034,ACC1034,4,0.0,3,0
TX003055,CUST00086,AG0026,Nagpur,72433.79,UPI,ACC9037,ACC1034,1,0.84,0,0
TX003056,CUST00643,AG0073,Nashik,50867.39,ATM,ACC1032,ACC1032,0,0.0,0,0
TX003057,CUST00959,AG0050,Nashik,45317.93,Wallet,ACC1229,ACC1229,0,0.0,0,3
TX003058,CUST01156,AG0079,Nashik,31179.34,NEFT,ACC9013,ACC1158,0,0.83,1,0
TX003059,CUST01165,AG0086,Mumbai,113505.42,Wallet,ACC1208,ACC1208,1,0.07,0,0
TX003060,CUST00342,AG0001,Nashik,32242.73,UPI,ACC1195,ACC1195,0,1.59,3,0
TX003061,CUST00920,AG0052,Nashik,26301.68,Payment Gateway,ACC1028,ACC1028,2,0.44,3,0
TX003062,CUST00467,AG0008,Mumbai,300755.93,Cards,ACC1069,ACC1069,0,0.77,1,1
TX003063,CUST00027,AG0027,Nashik,8191.32,ATM,ACC1095,ACC1095,1,1.38,1,0
TX003064,CUST00967,AG0085,Mumbai,20862.37,Cards,ACC1136,ACC1136,0,2.5,4,0
TX003065,CUST00195,AG0089,Bengaluru,19156.05,NEFT,ACC1132,ACC1132,2,0.52,1,1
TX003066,CUST01062,AG0069,Mumbai,71649.63,Payment Gateway,ACC1152,ACC1152,1,2.56,8,1
TX003067,CUST00214,AG0098,Pune,50954.75,Cards,ACC1266,ACC1266,1,0.0,0,0
TX003068,CUST00877,AG0037,Bengaluru,33443.85,Cards,ACC9029,ACC1176,2,2.46,8,0
TX003069,CUST00139,AG0075,Mumbai,16504.03,UPI,ACC1258,ACC1258,0,0.0,1,0
TX003070,CUST00613,AG0096,Bengaluru,64913.15,Payment Gateway,ACC9040,ACC1219,0,1.8,0,0
TX003071,CUST00658,AG0058,Pune,19469.18,Wallet,ACC9049,ACC1184,0,3.36,1,0
TX003072,CUST01097,AG0070,Pune,46976.39,IMPS,ACC1068,ACC1068,5,4.15,5,0
TX003073,CUST00799,AG0099,Mumbai,69350.52,Payment Gateway,ACC9033,ACC1193,0,1.11,5,3
TX003074,CUST00369,AG0028,Bengaluru,25511.57,ATM,ACC1128,ACC1128,0,3.23,3,1
TX003075,CUST00197,AG0074,Mumbai,4842.34,NEFT,ACC1094,ACC1094,0,1.12,3,3
TX003076,CUST00002,AG0098,Nashik,15236.59,ATM,ACC9048,ACC1114,0,0.76,1,0
TX003077,CUST00337,AG0041,Delhi,14547.06,UPI,ACC9034,ACC1142,0,0.0,5,0
TX003078,CUST00669,AG0086,Nagpur,21739.62,Wallet,ACC1220,ACC1220,2,0.0,0,0
TX003079,CUST00354,AG0070,Nashik,60741.03,NEFT,ACC9026,ACC1187,5,0.23,0,0
TX003080,CUST01073,AG0069,Mumbai,10539.23,Wallet,ACC1025,ACC1025,0,0.0,3,0
TX003081,CUST00438,AG0051,Mumbai,13016.41,UPI,ACC1202,ACC1202,3,2.01,0,0
TX003082,CUST00312,AG0066,Pune,17020.25,Cards,ACC9025,ACC1240,0,4.4,0,2
TX003083,CUST00166,AG0081,Pune,10202.08,IMPS,ACC1255,ACC1255,3,2.22,2,0
TX003084,CUST00201,AG0050,Nashik,15025.17,IMPS,ACC9044,ACC1048,5,3.36,1,0
TX003085,CUST00006,AG0069,Bengaluru,14736.66,Wallet,ACC1037,ACC1037,4,0.8,0,2
TX003086,CUST00004,AG0066,Nagpur,28010.69,Cards,ACC9006,ACC1180,2,1.65,2,1
TX003087,CUST00013,AG0038,Nashik,37975.9,Cards,ACC1093,ACC1093,0,0.0,2,0
TX003088,CUST00778,AG0018,Nagpur,19788.81,ATM,ACC1054,ACC1054,1,0.34,5,1
TX003089,CUST00882,AG0045,Pune,64840.78,NEFT,ACC1075,ACC1075,0,3.04,0,1
TX003090,CUST00032,AG0088,Nashik,67242.95,NEFT,ACC9004,ACC1235,0,1.3,10,0
TX003091,CUST00889,AG0057,Pune,16085.17,IMPS,ACC1015,ACC1015,2,3.84,3,0
TX003092,CUST01178,AG0098,Nagpur,12797.66,UPI,ACC1041,ACC1041,0,4.35,2,0
TX003093,CUST00369,AG0065,Bengaluru,43455.34,ATM,ACC9000,ACC1296,1,0.0,10,0
TX003094,CUST00804,AG0071,Pune,22031.99,NEFT,ACC1056,ACC1056,5,3.0,1,0
TX003095,CUST00130,AG0030,Delhi,19991.06,Wallet,ACC1069,ACC1069,5,0.0,3,0
TX003096,CUST00814,AG0020,Mumbai,31883.29,NEFT,ACC1086,ACC1086,0,1.43,8,0
TX003097,CUST00805,AG0046,Nagpur,10350.56,NEFT,ACC1118,ACC1118,0,0.0,2,1
TX003098,CUST00054,AG0067,Nashik,79104.87,NEFT,ACC9014,ACC1268,1,0.0,1,0
TX003099,CUST00682,AG0008,Nagpur,91845.98,Cards,ACC1163,ACC1163,2,0.0,0,0
TX003100,CUST00433,AG0060,Nashik,11810.44,NEFT,ACC9008,ACC1161,1,0.35,2,0
TX003101,CUST00021,AG0004,Mumbai,42106.68,ATM,ACC1248,ACC1248,2,0.0,1,0
TX003102,CUST00997,AG0097,Mumbai,23569.28,ATM,ACC1271,ACC1271,0,1.07,0,0
TX003103,CUST00963,AG0034,Pune,9010.57,ATM,ACC1029,ACC1029,0,1.32,1,0
TX003104,CUST00729,AG0017,Delhi,48572.35,NEFT,ACC1256,ACC1256,0,1.49,1,0
TX003105,CUST00673,AG0062,Nashik,15366.21,Cards,ACC1070,ACC1070,1,2.53,0,0
TX003106,CUST00203,AG0055,Mumbai,20195.96,Cards,ACC9047,ACC1026,0,1.01,0,0
TX003107,CUST00549,AG0021,Delhi,10321.09,UPI,ACC1249,ACC1249,0,3.79,2,3
TX003108,CUST00278,AG0095,Bengaluru,64260.0,ATM,ACC1123,ACC1123,2,2.35,2,0
TX003109,CUST00595,AG0091,Pune,12724.26,Wallet,ACC1239,ACC1239,1,1.07,4,0
TX003110,CUST01003,AG0026,Bengaluru,67578.74,Cards,ACC1168,ACC1168,0,1.5,0,5
TX003111,CUST00635,AG0047,Nashik,72099.04,Cards,ACC1234,ACC1234,4,0.0,0,0
TX003112,CUST00514,AG0003,Nagpur,17189.24,Cards,ACC1016,ACC1016,1,2.58,5,0
TX003113,CUST00225,AG0091,Bengaluru,25941.07,Cards,ACC1010,ACC1010,1,0.0,0,0
TX003114,CUST00331,AG0014,Bengaluru,27418.15,Cards,ACC1242,ACC1242,2,2.07,1,2
TX003115,CUST01037,AG0060,Mumbai,16492.33,Wallet,ACC1051,ACC1051,0,0.0,0,0
TX003116,CUST01139,AG0092,Nashik,12092.08,IMPS,ACC1169,ACC1169,0,2.21,1,0
TX003117,CUST00241,AG0022,Nashik,68989.3,Wallet,ACC1073,ACC1073,1,0.0,1,0
TX003118,CUST01193,AG0009,Delhi,28155.03,Payment Gateway,ACC1132,ACC1132,0,4.32,4,0
TX003119,CUST00570,AG0028,Nashik,53508.34,ATM,ACC9050,ACC1116,0,1.19,1,3
TX003120,CUST00253,AG0056,Delhi,49842.94,Payment Gateway,ACC1011,ACC1011,4,3.67,0,0
TX003121,CUST00757,AG0053,Pune,32049.25,Cards,ACC9028,ACC1139,1,2.89,0,1
TX003122,CUST00677,AG0096,Nagpur,42157.66,ATM,ACC1257,ACC1257,2,0.0,0,2
TX003123,CUST00984,AG0089,Mumbai,55502.16,Wallet,ACC1058,ACC1058,3,0.0,10,0
TX003124,CUST00946,AG0072,Bengaluru,26289.62,UPI,ACC1187,ACC1187,3,0.0,2,0
TX003125,CUST01015,AG0059,Pune,29711.98,Cards,ACC1028,ACC1028,0,5.56,2,0
TX003126,CUST00527,AG0008,Mumbai,11419.3,IMPS,ACC1114,ACC1114,4,0.0,1,0
TX003127,CUST00002,AG0057,Pune,38326.96,Payment Gateway,ACC1245,ACC1245,1,2.18,1,0
TX003128,CUST00606,AG0023,Bengaluru,23570.93,ATM,ACC9050,ACC1166,4,0.73,1,0
TX003129,CUST00278,AG0022,Nashik,18143.79,ATM,ACC1208,ACC1208,0,0.06,1,2
TX003130,CUST00111,AG0037,Nashik,66014.74,UPI,ACC1064,ACC1064,2,0.86,2,0
TX003131,CUST00805,AG0009,Mumbai,8814.63,Wallet,ACC9011,ACC1179,5,1.35,0,2
TX003132,CUST00114,AG0092,Nashik,20286.66,NEFT,ACC1079,ACC1079,0,2.51,2,0
TX003133,CUST00844,AG0073,Nagpur,16435.99,IMPS,ACC1058,ACC1058,4,1.24,1,0
TX003134,CUST00025,AG0047,Delhi,54343.79,ATM,ACC1037,ACC1037,0,0.56,0,0
TX003135,CUST01148,AG0050,Nagpur,8348.76,IMPS,ACC1227,ACC1227,1,2.31,0,0
TX003136,CUST00713,AG0086,Nagpur,20441.87,Wallet,ACC1005,ACC1005,0,3.79,0,0
TX003137,CUST01119,AG0076,Nashik,17775.68,IMPS,ACC1298,ACC1298,3,2.9,0,0
TX003138,CUST00384,AG0043,Bengaluru,19267.56,Cards,ACC1017,ACC1017,3,4.69,1,3
TX003139,CUST00412,AG0061,Delhi,16080.1,UPI,ACC1038,ACC1038,3,0.1,0,1
TX003140,CUST00515,AG0043,Delhi,49362.4,ATM,ACC1136,ACC1136,5,0.26,0,0
TX003141,CUST00772,AG0010,Nagpur,5395.65,Cards,ACC1045,ACC1045,2,1.69,0,1
TX003142,CUST00536,AG0100,Nashik,8585.55,UPI,ACC1065,ACC1065,0,1.07,1,0
TX003143,CUST00515,AG0032,Nashik,36801.56,Wallet,ACC1284,ACC1284,1,0.51,3,2
TX003144,CUST01056,AG0015,Nashik,64535.66,UPI,ACC1069,ACC1069,2,0.86,1,1
TX003145,CUST01041,AG0006,Delhi,6958.87,UPI,ACC1006,ACC1006,0,1.15,0,1
TX003146,CUST00099,AG0044,Nashik,14650.61,Payment Gateway,ACC1057,ACC1057,3,0.0,1,0
